 Data acquisition complete.
Iteration 1125: 0.011093625333142398
Iter-snap-sum 1125:   0.4967828657E+07
Iteration 1150: 0.010901849754867854
Iter-snap-sum 1150:   0.5017429778E+07
Iteration 1175: 0.010727538774354173
Iter-snap-sum 1175:   0.5066438354E+07
Iteration 1200: 0.010562133745921187
Iter-snap-sum 1200:   0.5114873697E+07
Iteration 1225: 0.010411458953313968
Iter-snap-sum 1225:   0.5162753975E+07
Iteration 1250: 0.010269084070909429
Iter-snap-sum 1250:   0.5210096305E+07
Iteration 1275: 0.010140998512172317
Iter-snap-sum 1275:   0.5256916824E+07
Iteration 1300: 0.010019812066135003
Iter-snap-sum 1300:   0.5303230768E+07
Iteration 1325: 0.009911821111924013
Iter-snap-sum 1325:   0.5349052531E+07
Iteration 1350: 0.009812102044580939
Iter-snap-sum 1350:   0.5394395728E+07
Iteration 1375: 0.009720315682868019
Iter-snap-sum 1375:   0.5439273245E+07
Iteration 1400: 0.009639543059588362
Iter-snap-sum 1400:   0.5483697294E+07
Iteration 1425: 0.009566975299284408
Iter-snap-sum 1425:   0.5527679453E+07
Iteration 1450: 0.009502248926862578
Iter-snap-sum 1450:   0.5571230713E+07
Iteration 1475: 0.009445461738366134
Iter-snap-sum 1475:   0.5614361511E+07
Iteration 1500: 0.009396511965213961
Iter-snap-sum 1500:   0.5657081770E+07
Iteration 1525: 0.009355119016710489
Iter-snap-sum 1525:   0.5699400930E+07
Iteration 1550: 0.009320844394640204
Iter-snap-sum 1550:   0.5741327978E+07
Iteration 1575: 0.009293617956817712
Iter-snap-sum 1575:   0.5782871476E+07
Iteration 1600: 0.009273576138040696
Iter-snap-sum 1600:   0.5824039589E+07
Iteration 1625: 0.009260080123450365
Iter-snap-sum 1625:   0.5864840104E+07
Iteration 1650: 0.009253152681266030
Iter-snap-sum 1650:   0.5905280460E+07
Iteration 1675: 0.009251804255958618
Iter-snap-sum 1675:   0.5945367761E+07
Iteration 1700: 0.009249099440282293
Iter-snap-sum 1700:   0.5985108803E+07
Iteration 1725: 0.009243514365952166
Iter-snap-sum 1725:   0.6024510084E+07
Iteration 1750: 0.009235218853632432
Iter-snap-sum 1750:   0.6063577829E+07
Iteration 1775: 0.009224374090186060
Iter-snap-sum 1775:   0.6102318000E+07
Iteration 1800: 0.009211133002027694
Iter-snap-sum 1800:   0.6140736313E+07
Iteration 1825: 0.009195640621703305
Iter-snap-sum 1825:   0.6178838251E+07
Iteration 1850: 0.009178034446140515
Iter-snap-sum 1850:   0.6216629079E+07
Iteration 1875: 0.009158444785400732
Iter-snap-sum 1875:   0.6254113854E+07
Iteration 1900: 0.009136995101002299
Iter-snap-sum 1900:   0.6291297435E+07
Iteration 1925: 0.009113802333219567
Iter-snap-sum 1925:   0.6328184499E+07
Iteration 1950: 0.009088977216887173
Iter-snap-sum 1950:   0.6364779544E+07
Iteration 1975: 0.009062624585443046
Iter-snap-sum 1975:   0.6401086905E+07
Iteration 2000: 0.009034843663130232
Iter-snap-sum 2000:   0.6437110759E+07
Iteration 2025: 0.009005728345272246
Iter-snap-sum 2025:   0.6472855133E+07
Iteration 2050: 0.008975367466780071
Iter-snap-sum 2050:   0.6508323914E+07
Iteration 2075: 0.008943845059004474
Iter-snap-sum 2075:   0.6543520855E+07
Iteration 2100: 0.008911240595169900
Iter-snap-sum 2100:   0.6578449583E+07
Iteration 2125: 0.008877629224651074
Iter-snap-sum 2125:   0.6613113602E+07
Iteration 2150: 0.008843081996394275
Iter-snap-sum 2150:   0.6647516305E+07
Iteration 2175: 0.008807666071813713
Iter-snap-sum 2175:   0.6681660976E+07
Iteration 2200: 0.008771444927504035
Iter-snap-sum 2200:   0.6715550795E+07
Iteration 2225: 0.008734478548138469
Iter-snap-sum 2225:   0.6749188845E+07
Iteration 2250: 0.008696823609918525
Iter-snap-sum 2250:   0.6782578116E+07
Iteration 2275: 0.008658533654934075
Iter-snap-sum 2275:   0.6815721509E+07
Iteration 2300: 0.008619659256824619
Iter-snap-sum 2300:   0.6848621843E+07
Iteration 2325: 0.008580248178098770
Iter-snap-sum 2325:   0.6881281856E+07
Iteration 2350: 0.008540345519465475
Iter-snap-sum 2350:   0.6913704208E+07
Iteration 2375: 0.008499993861571298
Iter-snap-sum 2375:   0.6945891490E+07
Iteration 2400: 0.008459233399419119
Iter-snap-sum 2400:   0.6977846222E+07
Iteration 2425: 0.008418102069894573
Iter-snap-sum 2425:   0.7009570858E+07
Iteration 2450: 0.008376635672664889
Iter-snap-sum 2450:   0.7041067792E+07
Iteration 2475: 0.008334867984780558
Iter-snap-sum 2475:   0.7072339355E+07
Iteration 2500: 0.008292830869297774
Iter-snap-sum 2500:   0.7103387823E+07
Iteration 2525: 0.008250554378191666
Iter-snap-sum 2525:   0.7134215417E+07
Iteration 2550: 0.008208066849899609
Iter-snap-sum 2550:   0.7164824306E+07
Iteration 2575: 0.008165395001679343
Iter-snap-sum 2575:   0.7195216611E+07
Iteration 2600: 0.008122564017085665
Iter-snap-sum 2600:   0.7225394402E+07
Iteration 2625: 0.008079597628867674
Iter-snap-sum 2625:   0.7255359707E+07
Iteration 2650: 0.008036518197396703
Iter-snap-sum 2650:   0.7285114511E+07
Iteration 2675: 0.007993346784964217
Iter-snap-sum 2675:   0.7314660754E+07
Iteration 2700: 0.007950103226125549
Iter-snap-sum 2700:   0.7344000340E+07
Iteration 2725: 0.007906806194270644
Iter-snap-sum 2725:   0.7373135133E+07
Iteration 2750: 0.007863473264663412
Iter-snap-sum 2750:   0.7402066961E+07
Iteration 2775: 0.007820120974066924
Iter-snap-sum 2775:   0.7430797618E+07
Iteration 2800: 0.007776764877249320
Iter-snap-sum 2800:   0.7459328862E+07
Iteration 2825: 0.007733419600391755
Iter-snap-sum 2825:   0.7487662422E+07
Iteration 2850: 0.007690098891647068
Iter-snap-sum 2850:   0.7515799994E+07
Iteration 2875: 0.007646815669041018
Iter-snap-sum 2875:   0.7543743246E+07
Iteration 2900: 0.007603582065705439
Iter-snap-sum 2900:   0.7571493815E+07
Iteration 2925: 0.007560409472759488
Iter-snap-sum 2925:   0.7599053314E+07
Iteration 2950: 0.007517308579849669
Iter-snap-sum 2950:   0.7626423326E+07
Iteration 2975: 0.007474289413501367
Iter-snap-sum 2975:   0.7653605411E+07
Iteration 3000: 0.007431361373409828
Iter-snap-sum 3000:   0.7680601104E+07
Iteration 3025: 0.007388533266812658
Iter-snap-sum 3025:   0.7707411917E+07
Iteration 3050: 0.007345813340940310
Iter-snap-sum 3050:   0.7734039338E+07
Iteration 3075: 0.007303209313775483
Iter-snap-sum 3075:   0.7760484833E+07
Iteration 3100: 0.007260728403117866
Iter-snap-sum 3100:   0.7786749849E+07
Iteration 3125: 0.007218377354096361
Iter-snap-sum 3125:   0.7812835811E+07
Iteration 3150: 0.007176162465199809
Iter-snap-sum 3150:   0.7838744123E+07
Iteration 3175: 0.007134089612868877
Iter-snap-sum 3175:   0.7864476172E+07
Iteration 3200: 0.007092164274819623
Iter-snap-sum 3200:   0.7890033327E+07
Iteration 3225: 0.007050391552041901
Iter-snap-sum 3225:   0.7915416936E+07
Iteration 3250: 0.007008776189636023
Iter-snap-sum 3250:   0.7940628332E+07
Iteration 3275: 0.006967322596537429
Iter-snap-sum 3275:   0.7965668831E+07
Iteration 3300: 0.006926034864175534
Iter-snap-sum 3300:   0.7990539733E+07
Iteration 3325: 0.006884916784031248
Iter-snap-sum 3325:   0.8015242320E+07
Iteration 3350: 0.006843971864444853
Iter-snap-sum 3350:   0.8039777862E+07
Iteration 3375: 0.006803203346247955
Iter-snap-sum 3375:   0.8064147611E+07
Iteration 3400: 0.006762614217812768
Iter-snap-sum 3400:   0.8088352807E+07
Iteration 3425: 0.006722207229067578
Iter-snap-sum 3425:   0.8112394673E+07
Iteration 3450: 0.006681984904933103
Iter-snap-sum 3450:   0.8136274422E+07
Iteration 3475: 0.006641949557849358
Iter-snap-sum 3475:   0.8159993251E+07
Iteration 3500: 0.006602103299826467
Iter-snap-sum 3500:   0.8183552344E+07
Iteration 3525: 0.006562448053628600
Iter-snap-sum 3525:   0.8206952873E+07
Iteration 3550: 0.006522985563556460
Iter-snap-sum 3550:   0.8230195998E+07
Iteration 3575: 0.006483717405455280
Iter-snap-sum 3575:   0.8253282867E+07
Iteration 3600: 0.006444644996363991
Iter-snap-sum 3600:   0.8276214615E+07
Iteration 3625: 0.006405769603418321
Iter-snap-sum 3625:   0.8298992367E+07
Iteration 3650: 0.006367092352576265
Iter-snap-sum 3650:   0.8321617234E+07
Iteration 3675: 0.006328614236476682
Iter-snap-sum 3675:   0.8344090320E+07
Iteration 3700: 0.006290336122333429
Iter-snap-sum 3700:   0.8366412716E+07
Iteration 3725: 0.006252258758856044
Iter-snap-sum 3725:   0.8388585503E+07
Iteration 3750: 0.006214382783443995
Iter-snap-sum 3750:   0.8410609750E+07
Iteration 3775: 0.006176708728244051
Iter-snap-sum 3775:   0.8432486518E+07
Iteration 3800: 0.006139237026673072
Iter-snap-sum 3800:   0.8454216858E+07
Iteration 3825: 0.006101968018775494
Iter-snap-sum 3825:   0.8475801810E+07
Iteration 3850: 0.006064901957131497
Iter-snap-sum 3850:   0.8497242406E+07
Iteration 3875: 0.006028039011518160
Iter-snap-sum 3875:   0.8518539668E+07
Iteration 3900: 0.005991379274352227
Iter-snap-sum 3900:   0.8539694608E+07
Iteration 3925: 0.005954922764686899
Iter-snap-sum 3925:   0.8560708231E+07
Iteration 3950: 0.005918669433270907
Iter-snap-sum 3950:   0.8581581531E+07
Iteration 3975: 0.005882619165891612
Iter-snap-sum 3975:   0.8602315494E+07
Iteration 4000: 0.005846771788121430
Iter-snap-sum 4000:   0.8622911099E+07
Iteration 4025: 0.005811127068124478
Iter-snap-sum 4025:   0.8643369314E+07
Iteration 4050: 0.005775684721054830
Iter-snap-sum 4050:   0.8663691102E+07
Iteration 4075: 0.005740444411379997
Iter-snap-sum 4075:   0.8683877414E+07
Iteration 4100: 0.005705405757044701
Iter-snap-sum 4100:   0.8703929197E+07
Iteration 4125: 0.005670568331279213
Iter-snap-sum 4125:   0.8723847387E+07
Iteration 4150: 0.005635931666610361
Iter-snap-sum 4150:   0.8743632914E+07
Iteration 4175: 0.005601495256147615
Iter-snap-sum 4175:   0.8763286699E+07
Iteration 4200: 0.005567258557533705
Iter-snap-sum 4200:   0.8782809657E+07
Iteration 4225: 0.005533220993704902
Iter-snap-sum 4225:   0.8802202695E+07
Iteration 4250: 0.005499381956823868
Iter-snap-sum 4250:   0.8821466712E+07
Iteration 4275: 0.005465740808517694
Iter-snap-sum 4275:   0.8840602601E+07
Iteration 4300: 0.005432296883874699
Iter-snap-sum 4300:   0.8859611247E+07
Iteration 4325: 0.005399049491142449
Iter-snap-sum 4325:   0.8878493528E+07
Iteration 4350: 0.005365997915816934
Iter-snap-sum 4350:   0.8897250316E+07
Iteration 4375: 0.005333141419853860
Iter-snap-sum 4375:   0.8915882474E+07
Iteration 4400: 0.005300479245850198
Iter-snap-sum 4400:   0.8934390862E+07
Iteration 4425: 0.005268010615758101
Iter-snap-sum 4425:   0.8952776329E+07
Iteration 4450: 0.005235734735265396
Iter-snap-sum 4450:   0.8971039721E+07
Iteration 4475: 0.005203650791941072
Iter-snap-sum 4475:   0.8989181874E+07
Iteration 4500: 0.005171757959875123
Iter-snap-sum 4500:   0.9007203622E+07
Iteration 4525: 0.005140055397291121
Iter-snap-sum 4525:   0.9025105788E+07
Iteration 4550: 0.005108542251438308
Iter-snap-sum 4550:   0.9042889192E+07
Iteration 4575: 0.005077217655646393
Iter-snap-sum 4575:   0.9060554647E+07
Iteration 4600: 0.005046080734569358
Iter-snap-sum 4600:   0.9078102958E+07
Iteration 4625: 0.005015130600611428
Iter-snap-sum 4625:   0.9095534927E+07
Iteration 4650: 0.004984366359622072
Iter-snap-sum 4650:   0.9112851348E+07
Iteration 4675: 0.004953787106618535
Iter-snap-sum 4675:   0.9130053009E+07
Iteration 4700: 0.004923391931992427
Iter-snap-sum 4700:   0.9147140693E+07
Iteration 4725: 0.004893179916546586
Iter-snap-sum 4725:   0.9164115177E+07
Iteration 4750: 0.004863150138220362
Iter-snap-sum 4750:   0.9180977231E+07
Iteration 4775: 0.004833301666380407
Iter-snap-sum 4775:   0.9197727622E+07
Iteration 4800: 0.004803633569178345
Iter-snap-sum 4800:   0.9214367108E+07
Iteration 4825: 0.004774144907038647
Iter-snap-sum 4825:   0.9230896444E+07
Iteration 4850: 0.004744834740712633
Iter-snap-sum 4850:   0.9247316378E+07
Iteration 4875: 0.004715702123888832
Iter-snap-sum 4875:   0.9263627654E+07
Iteration 4900: 0.004686746112000151
Iter-snap-sum 4900:   0.9279831008E+07
Iteration 4925: 0.004657965753978033
Iter-snap-sum 4925:   0.9295927174E+07
Iteration 4950: 0.004629360101823465
Iter-snap-sum 4950:   0.9311916878E+07
Iteration 4975: 0.004600928201409005
Iter-snap-sum 4975:   0.9327800841E+07
Iteration 5000: 0.004572669102991256
Iter-snap-sum 5000:   0.9343579781E+07
Iteration 5025: 0.004544581850925766
Iter-snap-sum 5025:   0.9359254408E+07
Iteration 5050: 0.004516665495181371
Iter-snap-sum 5050:   0.9374825428E+07
Iteration 5075: 0.004488919079953746
Iter-snap-sum 5075:   0.9390293543E+07
Iteration 5100: 0.004461341656234907
Iter-snap-sum 5100:   0.9405659449E+07
Iteration 5125: 0.004433932269265028
Iter-snap-sum 5125:   0.9420923835E+07
Iteration 5150: 0.004406689972199729
Iter-snap-sum 5150:   0.9436087390E+07
Iteration 5175: 0.004379613812382388
Iter-snap-sum 5175:   0.9451150792E+07
Iteration 5200: 0.004352702846176726
Iter-snap-sum 5200:   0.9466114719E+07
Iteration 5225: 0.004325956123921060
Iter-snap-sum 5225:   0.9480979843E+07
Iteration 5250: 0.004299372706100257
Iter-snap-sum 5250:   0.9495746829E+07
Iteration 5275: 0.004272951646861145
Iter-snap-sum 5275:   0.9510416340E+07
Iteration 5300: 0.004246692011598441
Iter-snap-sum 5300:   0.9524989032E+07
Iteration 5325: 0.004220592858992234
Iter-snap-sum 5325:   0.9539465559E+07
Iteration 5350: 0.004194653260043424
Iter-snap-sum 5350:   0.9553846568E+07
Iteration 5375: 0.004168872278576430
Iter-snap-sum 5375:   0.9568132703E+07
Iteration 5400: 0.004143248991809401
Iter-snap-sum 5400:   0.9582324602E+07
Iteration 5425: 0.004117782469236886
Iter-snap-sum 5425:   0.9596422899E+07
Iteration 5450: 0.004092471794855612
Iter-snap-sum 5450:   0.9610428225E+07
Iteration 5475: 0.004067316044299218
Iter-snap-sum 5475:   0.9624341204E+07
Iteration 5500: 0.004042314308811967
Iter-snap-sum 5500:   0.9638162458E+07
Iteration 5525: 0.004017465670528964
Iter-snap-sum 5525:   0.9651892603E+07
Iteration 5550: 0.003992769228361226
Iter-snap-sum 5550:   0.9665532251E+07
Iteration 5575: 0.003968224071321913
Iter-snap-sum 5575:   0.9679082011E+07
Iteration 5600: 0.003943829306344071
Iter-snap-sum 5600:   0.9692542486E+07
Iteration 5625: 0.003919584029560497
Iter-snap-sum 5625:   0.9705914275E+07
Iteration 5650: 0.003895487356260219
Iter-snap-sum 5650:   0.9719197973E+07
Iteration 5675: 0.003871538389958573
Iter-snap-sum 5675:   0.9732394173E+07
Iteration 5700: 0.003847736254527945
Iter-snap-sum 5700:   0.9745503460E+07
Iteration 5725: 0.003824080061107793
Iter-snap-sum 5725:   0.9758526418E+07
Iteration 5750: 0.003800568942345706
Iter-snap-sum 5750:   0.9771463626E+07
Iteration 5775: 0.003777202017175796
Iter-snap-sum 5775:   0.9784315657E+07
Iteration 5800: 0.003753978427248228
Iter-snap-sum 5800:   0.9797083084E+07
Iteration 5825: 0.003730897299377034
Iter-snap-sum 5825:   0.9809766473E+07
Iteration 5850: 0.003707957784406801
Iter-snap-sum 5850:   0.9822366386E+07
Iteration 5875: 0.003685159017130957
Iter-snap-sum 5875:   0.9834883383E+07
Iteration 5900: 0.003662500157716408
Iter-snap-sum 5900:   0.9847318018E+07
Iteration 5925: 0.003639980349021243
Iter-snap-sum 5925:   0.9859670844E+07
Iteration 5950: 0.003617598760619956
Iter-snap-sum 5950:   0.9871942407E+07
Iteration 5975: 0.003595354543506346
Iter-snap-sum 5975:   0.9884133251E+07
Iteration 6000: 0.003573246876797498
Iter-snap-sum 6000:   0.9896243915E+07
Iteration 6025: 0.003551274919601610
Iter-snap-sum 6025:   0.9908274937E+07
Iteration 6050: 0.003529437860663620
Iter-snap-sum 6050:   0.9920226848E+07
Iteration 6075: 0.003507734867241652
Iter-snap-sum 6075:   0.9932100177E+07
Iteration 6100: 0.003486165137715602
Iter-snap-sum 6100:   0.9943895449E+07
Iteration 6125: 0.003464727847529048
Iter-snap-sum 6125:   0.9955613186E+07
Iteration 6150: 0.003443422204739477
Iter-snap-sum 6150:   0.9967253905E+07
Iteration 6175: 0.003422247392947497
Iter-snap-sum 6175:   0.9978818121E+07
Iteration 6200: 0.003401202629952138
Iter-snap-sum 6200:   0.9990306344E+07
Iteration 6225: 0.003380287107439983
Iter-snap-sum 6225:   0.1000171908E+08
Iteration 6250: 0.003359500052937392
Iter-snap-sum 6250:   0.1001305684E+08
Iteration 6275: 0.003338840666245346
Iter-snap-sum 6275:   0.1002432011E+08
Iteration 6300: 0.003318308184617536
Iter-snap-sum 6300:   0.1003550941E+08
Iteration 6325: 0.003297901815898285
Iter-snap-sum 6325:   0.1004662521E+08
Iteration 6350: 0.003277620807068615
Iter-snap-sum 6350:   0.1005766800E+08
Iteration 6375: 0.003257464373945140
Iter-snap-sum 6375:   0.1006863829E+08
Iteration 6400: 0.003237431773229105
Iter-snap-sum 6400:   0.1007953654E+08
Iteration 6425: 0.003217522228659675
Iter-snap-sum 6425:   0.1009036325E+08
Iteration 6450: 0.003197735006658320
Iter-snap-sum 6450:   0.1010111887E+08
Iteration 6475: 0.003178069338787282
Iter-snap-sum 6475:   0.1011180390E+08
Iteration 6500: 0.003158524501159832
Iter-snap-sum 6500:   0.1012241880E+08
Iteration 6525: 0.003139099733076023
Iter-snap-sum 6525:   0.1013296403E+08
Iteration 6550: 0.003119794320333824
Iter-snap-sum 6550:   0.1014344007E+08
Iteration 6575: 0.003100607509907150
Iter-snap-sum 6575:   0.1015384736E+08
Iteration 6600: 0.003081538597186295
Iter-snap-sum 6600:   0.1016418637E+08
Iteration 6625: 0.003062586836776404
Iter-snap-sum 6625:   0.1017445756E+08
Iteration 6650: 0.003043751533617467
Iter-snap-sum 6650:   0.1018466137E+08
Iteration 6675: 0.003025031949839274
Iter-snap-sum 6675:   0.1019479825E+08
Iteration 6700: 0.003006427399895983
Iter-snap-sum 6700:   0.1020486865E+08
Iteration 6725: 0.002987937153349662
Iter-snap-sum 6725:   0.1021487300E+08
Iteration 6750: 0.002969560534133109
Iter-snap-sum 6750:   0.1022481176E+08
Iteration 6775: 0.002951296819119875
Iter-snap-sum 6775:   0.1023468535E+08
Iteration 6800: 0.002933145341685872
Iter-snap-sum 6800:   0.1024449421E+08
Iteration 6825: 0.002915105385937977
Iter-snap-sum 6825:   0.1025423876E+08
Iteration 6850: 0.002897176294617054
Iter-snap-sum 6850:   0.1026391944E+08
Iteration 6875: 0.002879357358963830
Iter-snap-sum 6875:   0.1027353667E+08
Iteration 6900: 0.002861647931041489
Iter-snap-sum 6900:   0.1028309087E+08
Iteration 6925: 0.002844047309132236
Iter-snap-sum 6925:   0.1029258246E+08
Iteration 6950: 0.002826554854529206
Iter-snap-sum 6950:   0.1030201186E+08
Iteration 6975: 0.002809169872499240
Iter-snap-sum 6975:   0.1031137947E+08
Iteration 7000: 0.002791891733494367
Iter-snap-sum 7000:   0.1032068571E+08
Iteration 7025: 0.002774719749638166
Iter-snap-sum 7025:   0.1032993098E+08
Iteration 7050: 0.002757653300506036
Iter-snap-sum 7050:   0.1033911569E+08
Iteration 7075: 0.002740691704985920
Iter-snap-sum 7075:   0.1034824025E+08
Iteration 7100: 0.002723834351698429
Iter-snap-sum 7100:   0.1035730504E+08
Iteration 7125: 0.002707080566182185
Iter-snap-sum 7125:   0.1036631047E+08
Iteration 7150: 0.002690429746060374
Iter-snap-sum 7150:   0.1037525693E+08
Iteration 7175: 0.002673881223415719
Iter-snap-sum 7175:   0.1038414482E+08
Iteration 7200: 0.002657434404795822
Iter-snap-sum 7200:   0.1039297451E+08
Iteration 7225: 0.002641088628777766
Iter-snap-sum 7225:   0.1040174640E+08
Iteration 7250: 0.002624843310726988
Iter-snap-sum 7250:   0.1041046086E+08
Iteration 7275: 0.002608697795579928
Iter-snap-sum 7275:   0.1041911829E+08
Iteration 7300: 0.002592651507491439
Iter-snap-sum 7300:   0.1042771905E+08
Iteration 7325: 0.002576703797700475
Iter-snap-sum 7325:   0.1043626352E+08
Iteration 7350: 0.002560854099037613
Iter-snap-sum 7350:   0.1044475208E+08
Iteration 7375: 0.002545101768909319
Iter-snap-sum 7375:   0.1045318509E+08
Iteration 7400: 0.002529446248814793
Iter-snap-sum 7400:   0.1046156293E+08
Iteration 7425: 0.002513886902235640
Iter-snap-sum 7425:   0.1046988595E+08
Iteration 7450: 0.002498423179218889
Iter-snap-sum 7450:   0.1047815453E+08
Iteration 7475: 0.002483054449264444
Iter-snap-sum 7475:   0.1048636901E+08
Iteration 7500: 0.002467780170881895
Iter-snap-sum 7500:   0.1049452977E+08
Iteration 7525: 0.002452599719475757
Iter-snap-sum 7525:   0.1050263715E+08
Iteration 7550: 0.002437512561996868
Iter-snap-sum 7550:   0.1051069151E+08
Iteration 7575: 0.002422518079640668
Iter-snap-sum 7575:   0.1051869320E+08
Iteration 7600: 0.002407615747699765
Iter-snap-sum 7600:   0.1052664256E+08
Iteration 7625: 0.002392804953089467
Iter-snap-sum 7625:   0.1053453995E+08
Iteration 7650: 0.002378085179380207
Iter-snap-sum 7650:   0.1054238571E+08
Iteration 7675: 0.002363455819121896
Iter-snap-sum 7675:   0.1055018017E+08
Iteration 7700: 0.002348916364070419
Iter-snap-sum 7700:   0.1055792368E+08
Iteration 7725: 0.002334466212317921
Iter-snap-sum 7725:   0.1056561658E+08
Iteration 7750: 0.002320104863756001
Iter-snap-sum 7750:   0.1057325919E+08
Iteration 7775: 0.002305831721933771
Iter-snap-sum 7775:   0.1058085186E+08
Iteration 7800: 0.002291646294750649
Iter-snap-sum 7800:   0.1058839490E+08
Iteration 7825: 0.002277547991184292
Iter-snap-sum 7825:   0.1059588866E+08
Iteration 7850: 0.002263536327099303
Iter-snap-sum 7850:   0.1060333344E+08
Iteration 7875: 0.002249610716738459
Iter-snap-sum 7875:   0.1061072959E+08
Iteration 7900: 0.002235770683860494
Iter-snap-sum 7900:   0.1061807742E+08
Iteration 7925: 0.002222015647944886
Iter-snap-sum 7925:   0.1062537724E+08
Iteration 7950: 0.002208345140552126
Iter-snap-sum 7950:   0.1063262938E+08
Iteration 7975: 0.002194758586306023
Iter-snap-sum 7975:   0.1063983415E+08
Iteration 8000: 0.002181255524504877
Iter-snap-sum 8000:   0.1064699186E+08
Iteration 8025: 0.002167835384838668
Iter-snap-sum 8025:   0.1065410282E+08
Iteration 8050: 0.002154497714251136
Iter-snap-sum 8050:   0.1066116735E+08
Iteration 8075: 0.002141241947420269
Iter-snap-sum 8075:   0.1066818574E+08
Iteration 8100: 0.002128067638892617
Iter-snap-sum 8100:   0.1067515831E+08
Iteration 8125: 0.002114974228241806
Iter-snap-sum 8125:   0.1068208535E+08
Iteration 8150: 0.002101961277510611
Iter-snap-sum 8150:   0.1068896716E+08
Iteration 8175: 0.002089028231146983
Iter-snap-sum 8175:   0.1069580405E+08
Iteration 8200: 0.002076174658611762
Iter-snap-sum 8200:   0.1070259631E+08
Iteration 8225: 0.002063400009099325
Iter-snap-sum 8225:   0.1070934423E+08
Iteration 8250: 0.002050703859431735
Iter-snap-sum 8250:   0.1071604811E+08
Iteration 8275: 0.002038085663514266
Iter-snap-sum 8275:   0.1072270823E+08
Iteration 8300: 0.002025545005437834
Iter-snap-sum 8300:   0.1072932489E+08
Iteration 8325: 0.002013081343747558
Iter-snap-sum 8325:   0.1073589837E+08
Iteration 8350: 0.002000694269732151
